Alert ID,Ticker,Name,Description,Time
2223591408,"CBOT:ZW1!, 15m",,"{""symbol"":""ZW1!"",""side"":""S"",""price"":544.75}",2025-04-25T08:17:35Z
2223593755,"CBOT_MINI:MYM1!, 15m",,"{""symbol"":""MYM1!"",""side"":""S"",""price"":40208}",2025-04-25T07:34:05Z
2223583060,"NYMEX:MCL1!, 15m",,"{""symbol"":""MCL1!"",""side"":""B"",""price"":63.28}",2025-04-25T07:02:45Z
2223584382,"NYMEX:MNG1!, 15m",,"{""symbol"":""MNG1!"",""side"":""S"",""price"":3.085}",2025-04-25T06:29:55Z
2223589973,"CBOT:ZS1!, 15m",,"{""symbol"":""ZS1!"",""side"":""S"",""price"":1062.25}",2025-04-25T06:21:42Z
2223586248,"COMEX_MINI:MHG1!, 15m",,"{""symbol"":""MHG1!"",""side"":""S"",""price"":4.787}",2025-04-25T06:15:05Z
2223583442,"NYMEX:MCL1!, 15m",,"{""symbol"":""MCL1!"",""side"":""S"",""price"":62.96}",2025-04-25T06:04:03Z
2223586248,"COMEX_MINI:MHG1!, 15m",,"{""symbol"":""MHG1!"",""side"":""S"",""price"":4.845}",2025-04-25T05:07:10Z
2223583060,"NYMEX:MCL1!, 15m",,"{""symbol"":""MCL1!"",""side"":""B"",""price"":63.11}",2025-04-25T03:15:01Z
2223583060,"NYMEX:MCL1!, 15m",,"{""symbol"":""MCL1!"",""side"":""B"",""price"":63.11}",2025-04-25T03:07:06Z
2223586074,"COMEX_MINI:MHG1!, 15m",,"{""symbol"":""MHG1!"",""side"":""B"",""price"":4.871}",2025-04-25T03:07:03Z
